"input_index","reference","sentiment","text_key","title","author","date","period","mode","genre","gender","birthdate","nationality","role","source","Topic 1","Topic 2","Topic 3","Topic 4","Topic 5","Topic 6","Topic 7","Topic 8","Topic 9","Topic 10","Topic 11","Topic 12","Topic 13","Topic 14","Topic 15","Topic 16","Topic 17","Topic 18","Topic 19","Topic 20","Topic 21","Topic 22","Topic 23","Topic 24","Topic 25","Topic 26","Topic 27","Topic 28","Topic 29","Topic 30","Topic 31","Topic 32","Topic 33","Topic 34","Topic 35","Topic 36","Topic 37","Topic 38","Topic 39","Topic 40","Topic 41","Topic 42","Topic 43","Topic 44","Topic 45","Topic 46","Topic 47","Topic 48","Topic 49","Topic 50","Topic 51","Topic 52","Topic 53","Topic 54","Topic 55","Topic 56","Topic 57","Topic 58","Topic 59","Topic 60","Topic 61","Topic 62","Topic 63","Topic 64","Topic 65","Topic 66","Topic 67","Topic 68","Topic 69","Topic 70","Topic 71","Topic 72","Topic 73"
103,"Machen_TheAngelso_1","0.9961","Machen_TheAngelso","The Angels of Mons: The Bowmen and Other Legends of the War","Machen, Arthur",1914,"Victorian",,,"m",1863,"Welsh",,"pb-manual","0.0","0.0","0.6","1.35","2.4","1.11","1.94","0.65","2.08","3.45","0.0","4.67","0.66","0.0","1.89","0.0","1.33","1.28","5.9","0.18","1.23","0.0","0.64","0.0","0.66","0.05","0.33","2.45","1.85","0.78","4.43","0.01","0.37","3.18","0.5","0.94","2.29","1.68","0.45","0.22","0.0","0.35","0.62","0.0","3.03","2.28","0.96","3.12","0.8","0.0","3.33","1.89","0.62","0.24","0.0","3.79","0.0","0.58","0.24","1.16","1.55","0.0","0.65","0.1","6.65","0.01","0.0","0.19","3.81","5.52","1.81","0.0","5.06"
104,"Machen_TheGreatGo_1","0.9922","Machen_TheGreatGo","The Great God Pan","Machen, Arthur",1894,"Victorian","Novel","Gothic","m",1863,"Welsh","Central","colors","0.01","1.22","1.33","2.25","5.53","0.01","4.18","1.06","1.09","3.65","0.01","5.23","0.95","0.12","2.44","0.01","0.01","0.01","1.54","0.01","0.14","0.01","0.01","0.01","1.54","0.01","0.01","0.26","0.83","1.22","0.24","0.02","0.82","2.05","2.03","0.01","0.49","0.98","0.01","0.01","0.01","1.85","0.01","0.01","6.83","6.16","1.2","0.01","0.13","0.12","22.4","1.12","1.8","0.01","0.01","0.01","0.01","0.54","0.15","1.05","0.6","0.01","1.97","0.01","2.49","1.27","0.01","0.14","1.07","3.76","2.31","0.01","1.69"
105,"Machen_TheHouseof_1","0.9999","Machen_TheHouseof","The House of Souls","Machen, Arthur",1906,"Victorian",,,"m",1863,"Welsh",,"gutenberg","0.0","0.0","1.25","1.5","1.96","0.84","1.18","1.55","0.52","0.49","0.66","20.17","0.95","0.0","0.65","0.0","1.33","1.0","0.72","0.0","3.3","0.18","0.0","0.34","0.0","0.0","0.0","0.01","9.77","0.07","2.66","0.82","0.12","1.77","1.81","0.0","0.65","1.03","1.34","0.19","0.2","0.0","0.33","0.42","0.65","1.38","0.38","1.05","0.28","0.0","7.08","0.33","0.01","0.0","0.92","1.51","0.2","0.69","5.62","4.3","1.49","0.5","1.2","0.93","2.92","0.3","0.08","0.0","1.97","2.24","0.26","0.44","3.45"
106,"Machen_TheThreeIm_1","-0.9875","Machen_TheThreeIm","The Three Impostors","Machen, Arthur",1895,"Victorian","Novel","Gothic","m",1863,"Welsh","Peripheral","colors","0.0","0.04","1.34","0.66","9.09","1.32","3.94","1.5","0.97","1.65","0.0","6.79","0.1","0.07","0.94","0.0","0.15","2.4","1.33","0.0","0.0","0.0","0.77","0.49","0.0","0.81","0.0","0.08","1.33","1.16","1.85","0.45","0.0","6.43","1.73","0.43","1.04","1.62","0.28","0.11","0.0","2.65","0.5","0.72","3.64","1.43","0.86","0.7","1.7","0.13","8.98","1.16","4.11","0.01","0.0","1.34","0.0","1.04","0.6","1.66","0.64","0.08","0.0","1.46","4.12","1.85","0.24","0.47","1.46","3.95","1.72","0.63","1.21"
107,"Marryat_ThePhantom_1","-0.9994","Marryat_ThePhantom","The Phantom Ship","Marryat, Frederick",1839,,"Novel","Gothic","m",1792,"English","Peripheral","colors","0.26","0.71","1.02","1.02","13.05","0.46","0.0","1.75","0.33","3.64","0.0","5.85","0.0","0.8","1.23","0.0","0.34","0.62","1.68","0.0","0.0","0.01","0.29","0.25","0.24","0.0","0.0","0.0","0.0","2.02","14.37","0.01","0.0","1.12","0.92","0.01","0.01","9.56","4.08","1.43","0.0","0.65","0.24","0.0","1.18","1.23","0.1","0.19","0.47","0.0","10.06","7.73","0.68","0.29","0.08","0.22","0.0","0.0","0.0","0.25","1.14","0.0","0.99","0.0","0.52","0.59","0.0","0.13","0.84","2.76","1.38","0.0","1.11"
108,"Marsh_TheBeetleA_1","-0.9999","Marsh_TheBeetleA","The Beetle: A Mystery","Marsh, Richard",1897,"Victorian","Novel","Gothic","m",1857,"English","Peripheral","colors","0.32","0.58","0.19","2.26","4.54","5.81","1.85","2.83","2.26","0.63","0.0","2.36","0.01","0.61","3.06","0.0","0.75","3.8","1.49","0.0","1.67","0.02","0.01","0.45","0.41","0.01","2.36","0.12","2.31","0.08","2.2","1.83","0.0","1.24","0.0","0.96","0.14","0.48","1.23","0.02","0.0","5.32","0.5","0.0","1.88","2.1","0.01","1.31","0.37","1.52","4.53","2.42","0.32","0.09","0.39","2.59","0.25","2.15","0.15","3.61","0.79","0.0","1.19","0.02","1.31","1.79","0.13","0.17","0.57","14.11","0.39","0.25","0.85"
109,"Maturin_MelmothThe_1","-0.9999","Maturin_MelmothThe","Melmoth The Wanderer","Maturin, Charles Robert",1820,"Romantic","Novel","Gothic","m",1782,"Irish","Central","colors","0.04","0.0","1.98","0.87","6.41","2.22","1.54","2.14","3.97","1.93","0.55","3.21","0.8","0.96","1.98","0.0","0.34","1.13","0.61","0.0","1.07","0.0","0.89","0.33","0.93","0.04","0.06","0.08","1.7","1.18","0.99","0.09","0.0","12.24","0.63","1.34","0.21","6.85","0.36","0.06","0.04","1.68","0.77","0.0","1.32","1.59","0.23","1.83","2.13","0.39","3.6","2.99","0.75","1.51","0.28","3.73","0.0","0.61","0.63","1.23","0.0","0.0","0.88","1.37","0.24","0.19","0.08","1.16","0.78","6.77","0.61","0.24","2.56"
110,"Moore_TheEpicure_1","0.9999","Moore_TheEpicure","The Epicurean. A Tale","Moore, Thomas",1827,"Romantic","Novel","Gothic","m",1779,"Irish","Peripheral","colors","0.0","0.0","0.53","1.92","4.88","0.47","0.63","2.91","0.93","1.23","0.64","1.34","0.35","1.4","0.64","0.0","0.0","0.85","0.49","0.0","0.0","0.0","1.01","0.83","0.18","0.0","0.75","0.0","0.86","2.8","3.83","0.0","1.05","1.19","2.19","0.78","1.85","6.99","0.72","1.23","0.04","1.08","0.3","0.27","19.28","1.18","0.59","0.17","2.74","0.21","5.6","1.65","0.82","0.08","0.23","1.84","0.43","0.0","0.6","2.26","1.32","0.75","2.3","0.77","1.6","0.5","0.0","0.77","0.42","4.32","1.67","0.01","0.64"
111,"OBrien_WhatWasItA_1","-0.9989","OBrien_WhatWasItA","What Was It? A Mystery","O'Brien, Fitz-James",1859,"Victorian","Short Story","Gothic","m",1826,"Irish","Peripheral","colors","0.01","0.01","0.01","84.03","0.68","0.01","0.01","0.01","0.01","0.01","0.01","3.84","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.06","0.05","0.01","0.01","0.01","0.01","0.01","0.01","0.54","0.01","0.01","0.01","0.01","9.53","0.01","0.48","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.03","0.01","0.01","0.01","0.01","0.11","0.01","0.01","0.01"
112,"Oliphant_ABeleaguer_1","0.9998","Oliphant_ABeleaguer","A Beleaguered City, Being A Narrative Of Certain Recent Events In The City Of Semur, In The Department Of The Haute Bourgogne. A Story Of The Seen And The Unseen:","Oliphant, Margaret",1880,"Victorian","Short Story","Gothic","f",1828,"Scottish","Peripheral","colors","0.01","1.55","0.07","6.12","20.55","0.74","0.54","0.01","2.38","1.87","0.1","3.07","1.03","0.01","0.3","0.01","0.18","2.54","1.86","0.01","0.01","0.01","0.01","0.24","0.01","0.01","0.01","0.03","1.61","5.23","1.89","0.01","0.01","0.01","0.01","0.01","2.82","2.11","0.01","0.01","0.01","1.15","0.68","0.01","0.81","0.63","0.69","3.14","2.77","0.01","6.13","0.02","0.56","0.01","1.07","0.01","0.01","0.01","0.01","6.69","0.26","0.01","1.18","0.39","2.06","0.23","0.01","0.01","1.41","2.53","0.46","7.74","2.39"
113,"Palmer_TheHaunted_1","0.9999","Palmer_TheHaunted","The Haunted Cavern. A Caledonian Tale","Palmer, John, Jr.",1796,"Romantic","Novel","Gothic","m",1776,"English","Peripheral","colors","0.27","0.08","0.96","1.39","8.66","1.55","0.51","1.44","3.21","3.67","0.54","4.74","0.0","1.71","1.21","0.47","0.55","0.91","0.53","0.67","0.43","0.0","1.7","0.18","0.0","0.81","0.25","1.2","2.39","2.65","2.08","1.07","0.0","1.46","2.15","0.54","0.96","2.93","4.66","1.65","0.36","1.93","1.98","0.21","4.73","0.42","0.86","0.52","3.01","0.19","3.7","2.36","1.16","0.0","0.73","0.98","0.18","0.56","0.42","1.48","0.2","1.14","0.59","0.27","3.29","0.99","0.44","0.83","1.68","3.04","0.69","0.0","0.87"
114,"Parker_TheLaneTha_1","0.9999","Parker_TheLaneTha","The Lane That Had No Turning","Parker, Gilbert",1900,,"Novella","Gothic","m",1862,"Canadian","Peripheral","colors","0.01","0.01","1.08","1.56","5.48","2.59","0.95","2.3","5.4","5.04","0.73","2.62","0.37","1.07","0.66","0.01","0.34","1.87","1.62","0.28","0.62","0.01","0.15","0.01","0.01","0.01","1.1","0.48","3.02","1.03","1.21","1.05","1.73","0.46","1.74","0.01","0.8","2.39","0.83","0.11","0.01","2.34","0.03","0.01","2.15","3.62","0.25","1.53","1.17","0.15","4.68","3.4","0.84","0.82","0.01","4.34","0.15","2.42","0.12","0.94","0.35","0.19","4.04","1.17","2.24","1.05","0.01","0.43","0.46","3.37","2.01","0.3","4.69"
115,"Parsons_TheCastleO_1","0.9999","Parsons_TheCastleO","The Castle Of Wolfenbach","Parsons, Eliza",1793,"Romantic","Novel","Gothic","f",1739,"English","Central","colors","0.39","0.01","0.25","0.42","7.85","0.01","2.49","0.94","2.4","0.21","0.01","1.72","0.01","0.01","0.4","0.01","0.01","0.5","1.77","0.01","0.01","0.01","0.01","0.1","0.01","0.01","0.01","0.2","1.52","1.05","0.35","0.25","0.01","5.37","0.67","0.01","1.67","17.61","6.52","0.01","0.01","0.01","0.02","0.01","0.2","0.82","0.01","0.01","1.52","0.01","12.87","1.51","1.52","0.16","0.01","1.15","0.01","0.51","0.01","2.52","0.01","0.01","4.69","0.01","7.61","2.53","0.01","0.76","0.33","4.19","0.01","0.01","2.24"
116,"Peacock_NightmareA_1","1.0","Peacock_NightmareA","Nightmare Abbey","Peacock, Thomas Love",1818,"Romantic","Novel","Gothic Parody","m",1785,"English","Central","colors","0.67","0.67","1.65","0.86","4.86","1.91","3.08","1.17","2.96","1.75","0.36","3.76","0.42","0.4","1.79","0.0","0.37","3.91","1.69","0.05","0.03","0.0","1.35","0.12","1.17","0.08","0.0","0.07","3.49","0.45","3.11","0.9","0.82","1.24","0.49","0.0","0.67","3.92","3.2","0.37","0.03","0.82","0.16","0.0","0.33","2.64","1.52","1.23","0.68","0.16","2.94","1.45","1.2","0.28","0.55","2.06","0.35","0.26","0.0","4.06","1.62","0.21","3.78","1.06","7.14","1.16","0.05","1.27","2.28","3.22","0.08","0.52","3.06"
117,"Planché_TheVampire_1","0.9998","Planché_TheVampire","The Vampire","Planché, James Robinson",1820,"Romantic","Drama","Gothic","m",1796,"English","Peripheral","colors","0.38","0.01","0.01","1.04","6.25","0.01","0.44","2.87","0.37","0.16","0.01","11.99","0.01","8.33","0.17","0.01","0.01","0.01","0.01","0.18","0.68","0.01","5.5","0.01","0.73","0.01","0.07","3.67","1.91","0.87","2.47","0.01","0.01","1.05","0.97","0.01","0.69","4.0","1.7","0.01","0.06","0.07","0.01","0.2","16.52","0.62","0.01","0.52","0.07","0.01","2.79","14.76","0.01","0.01","0.47","0.01","0.01","0.29","0.01","3.37","0.32","0.01","0.01","0.01","0.59","0.01","0.01","0.01","1.2","1.48","0.01","0.01","0.01"
118,"Poe_AnnabelLee_1","0.9965","Poe_AnnabelLee","Annabel Lee","Poe, Edgar Allan",1849,,"Poetry","Gothic","m",1809,"American","Central","colors","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","84.84","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21","0.21"
119,"Poe_Berenice_1",-999,"Poe_Berenice","Berenice","Poe, Edgar Allan",1835,,"Short Story","Gothic","m",1809,"American","Peripheral","colors","0.01","0.01","0.01","84.55","0.01","0.01","0.01","0.01","0.01","4.69","0.01","0.16","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.01","0.01","0.01","0.01","0.01","1.6","0.01","0.01","1.34","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","4.19","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.01","0.01","0.01","0.66","0.56","0.01","1.46","0.01"
120,"Poe_TheBlackCa_1","-0.9998","Poe_TheBlackCa","The Black Cat","Poe, Edgar Allan",1843,,"Short Story","Gothic","m",1809,"American","Central","colors","0.01","0.01","0.03","2.65","2.17","0.24","43.06","1.52","0.86","0.08","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.26","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","1.69","0.01","0.01","0.01","0.01","0.01","0.01","0.01","6.71","3.81","5.36","0.01","0.01","2.95","0.01","0.01","0.01","0.01","0.01","0.11","0.01","0.01","11.15","0.01","3.0","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","8.69","0.02","0.01","3.66","0.01","1.4","0.01","0.01","0.01"
121,"Poe_TheFalloft_1",-999,"Poe_TheFalloft","The Fall of the House of Usher","Poe, Edgar Allan",1839,,"Short Story","Gothic","m",1809,"American","Central","colors","0.01","0.35","0.29","1.86","11.47","0.64","2.21","0.97","1.68","11.94","0.01","3.57","0.09","0.01","1.6","0.22","0.01","1.53","0.88","0.01","0.16","0.01","0.8","0.01","0.01","0.01","0.01","0.01","1.31","1.18","2.83","0.68","0.01","1.01","2.22","0.01","0.01","2.1","1.74","0.01","0.01","0.99","0.72","0.31","5.41","2.78","0.68","0.02","0.01","0.14","8.02","2.73","2.71","0.01","0.01","0.48","0.01","0.01","0.01","4.14","0.01","0.01","0.19","0.01","5.61","1.57","0.01","1.29","0.84","6.74","0.01","0.01","1.12"
122,"Poe_TheMasqueO_1","-0.9812","Poe_TheMasqueO","The Masque Of The Red Death","Poe, Edgar Allan",1842,,"Short Story","Gothic","m",1809,"American","Central","colors","0.02","0.02","0.02","2.19","0.02","0.02","3.43","0.02","55.79","0.02","0.02","0.02","0.02","0.02","0.02","0.02","16.08","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.43","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.09","0.02","3.35","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","3.42","0.02","0.02","14.19","0.02","0.02","0.02"
123,"Poe_TheNarrati_1","-0.9978","Poe_TheNarrati","The Narrative Of Arthur Gordon Pym Of Nantucket","Poe, Edgar Allan",1839,,"Novel","Gothic","m",1809,"American","Peripheral","colors","0.24","0.81","0.57","1.99","8.97","4.01","0.79","3.22","0.99","1.77","0.15","2.84","0.9","0.38","0.22","0.0","0.02","2.24","1.09","0.0","1.33","0.0","0.4","0.16","0.35","0.94","0.11","0.0","1.24","0.93","2.0","0.82","0.2","1.79","0.64","0.0","1.86","3.23","2.8","0.0","0.0","1.07","0.0","1.55","1.64","1.66","2.1","1.54","0.64","0.0","4.1","2.1","2.66","0.4","3.08","0.59","0.15","2.36","0.0","3.0","1.5","0.52","1.21","0.19","2.18","0.47","0.0","0.5","9.61","3.73","0.68","0.0","0.75"
124,"Poe_TheOvalPor_1","0.9972","Poe_TheOvalPor","The Oval Portrait","Poe, Edgar Allan",1842,"Victorian","Short Story","Gothic","m",1809,"American","Peripheral","colors","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","96.28","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","1.38","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03"
125,"Poe_TheRaven_1","0.9998","Poe_TheRaven","The Raven","Poe, Edgar Allan",1845,,"Poetry","Gothic","m",1809,"American",,"pb-manual","0.01","0.01","0.33","0.88","4.17","1.28","1.47","0.29","1.22","0.96","0.01","0.32","0.11","0.01","0.44","0.01","0.01","0.47","0.45","0.99","1.28","0.01","0.34","0.01","0.01","0.01","0.01","0.9","1.53","0.46","25.91","0.01","0.01","0.11","0.01","4.31","3.35","0.01","0.05","0.01","0.29","0.01","0.69","0.01","0.73","0.31","0.01","2.14","0.32","0.01","3.9","3.21","0.24","0.01","0.01","1.87","0.01","0.01","0.71","0.14","0.01","0.01","0.47","0.01","4.91","21.9","0.01","0.01","0.48","5.39","0.01","0.01","0.53"
126,"Poe_TheTellTal_1","-0.9985","Poe_TheTellTal","The Tell-Tale Heart","Poe, Edgar Allan",1843,,"Short Story","Gothic","m",1809,"American","Central","colors","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","3.3","0.03","0.03","0.03","0.03","0.03","0.21","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","94.58","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03"
127,"Polidori_TheVampyre_1","0.9998","Polidori_TheVampyre","The Vampyre. A Tale","Polidori, John William",1819,"Romantic","Novella","Gothic","m",1795,"English","Central","colors","0.0","0.13","0.66","3.09","6.27","4.54","0.3","1.55","3.78","5.12","0.32","2.2","0.52","0.44","0.44","0.14","0.21","1.15","0.33","0.0","0.0","0.0","1.63","0.0","1.47","0.0","0.1","1.17","1.12","0.91","0.96","1.08","0.28","3.18","0.95","0.01","1.12","7.45","4.78","0.28","0.0","1.22","0.21","0.0","4.66","0.62","0.35","0.28","2.61","0.0","10.87","3.45","0.0","0.0","0.0","0.64","0.0","0.0","0.74","2.21","0.65","0.91","1.75","0.49","1.25","2.58","0.01","1.33","0.49","4.14","0.05","0.37","0.36"
128,"Radcliffe_ASicilianR_1","1.0","Radcliffe_ASicilianR","A Sicilian Romance","Radcliffe, Ann",1790,"Romantic","Novel","Gothic","f",1764,"English","Central","colors","0.12","0.76","0.41","5.28","8.17","0.19","0.71","0.69","1.19","3.41","2.83","0.33","0.06","0.08","0.31","0.0","0.0","0.76","0.0","0.0","0.18","0.0","0.86","0.31","0.42","0.0","0.0","0.0","0.67","2.4","1.01","0.19","0.01","0.65","1.05","0.36","1.94","9.65","0.52","0.73","0.0","0.03","0.1","0.0","1.23","0.15","0.0","0.0","0.44","0.0","26.12","0.99","0.26","0.0","0.0","0.65","0.09","0.0","0.0","1.01","0.0","0.5","0.99","0.0","3.25","0.3","0.0","7.41","0.48","2.44","6.93","0.0","0.29"
129,"Radcliffe_Superstiti_1","-0.9818","Radcliffe_Superstiti","Superstition: An Ode","Radcliffe, Ann",1790,"Romantic","Poetry","Gothic","f",1764,"English","Central","colors","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","55.18","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","0.13","35.93","0.13","0.13","0.13","0.13","0.13","0.13"
130,"Radcliffe_TheCastles_1",-999,"Radcliffe_TheCastles","The Castles Of Athlin And Dunbayne","Radcliffe, Ann",1789,"Romantic","Novel","Gothic","f",1764,"English","Central","colors","0.52","0.83","0.45","0.64","23.32","1.97","0.72","1.03","3.64","1.62","0.78","0.8","0.17","0.71","2.98","0.06","0.0","1.12","0.19","0.17","0.0","0.0","1.13","0.09","0.05","0.37","0.0","0.0","1.03","2.75","1.03","1.01","0.36","4.43","6.51","0.43","2.09","7.91","1.06","0.04","0.0","1.18","0.09","0.0","1.54","0.0","0.27","0.69","0.96","0.0","5.55","3.5","0.79","0.03","0.0","0.67","0.02","0.16","0.0","0.03","0.14","0.06","0.76","0.57","1.76","0.49","0.0","0.56","4.01","3.26","0.32","0.0","0.57"
131,"Radcliffe_TheItalian_1","0.9998","Radcliffe_TheItalian","The Italian, Or, The Confessional Of The Black Penitents. A Romance","Radcliffe, Ann",1797,"Romantic","Novel","Gothic","f",1764,"English","Central","colors","1.23","0.01","0.0","1.93","9.01","0.95","1.75","0.72","3.47","1.8","0.68","0.85","0.36","5.83","0.44","0.0","0.28","1.38","0.0","0.0","0.25","0.0","3.57","0.0","1.19","0.0","0.28","0.04","1.51","1.14","0.64","0.4","0.13","0.78","1.37","0.15","1.67","8.03","1.97","5.33","0.0","1.06","0.0","0.0","1.05","0.0","0.05","0.33","0.28","0.0","7.41","1.81","0.84","0.0","0.0","0.41","0.0","0.09","0.0","5.63","0.26","0.03","0.67","0.36","2.07","1.75","0.0","2.39","9.72","4.02","0.07","0.0","0.5"
132,"Radcliffe_TheMysteri_1","0.9999","Radcliffe_TheMysteri","The Mysteries Of Udolpho. A Romance","Radcliffe, Ann",1794,"Romantic","Novel","Gothic","f",1764,"English","Central","colors","0.17","0.86","0.81","4.3","11.14","0.59","0.75","1.23","5.48","1.37","1.28","1.53","0.04","2.25","0.75","0.27","0.23","1.12","0.82","0.66","0.14","0.0","0.28","0.29","0.49","0.0","0.28","0.25","3.09","1.47","3.68","0.16","0.0","0.65","1.19","0.62","1.55","6.6","0.91","0.08","0.32","0.84","0.17","0.09","2.05","0.18","0.59","0.1","0.69","0.03","8.25","3.48","0.28","0.0","0.02","1.55","0.0","0.01","0.0","2.75","0.22","0.23","1.66","0.45","3.29","3.14","0.0","0.95","2.51","7.43","0.08","0.0","1.21"
133,"Radcliffe_TheRomance_1","0.9962","Radcliffe_TheRomance","The Romance Of The Forest","Radcliffe, Ann",1791,"Romantic","Novel","Gothic","f",1764,"English","Central","colors","0.34","0.46","0.0","2.55","25.82","0.48","0.0","1.44","2.01","3.08","0.55","1.0","0.0","1.95","0.25","0.0","0.0","2.99","0.19","0.0","0.0","0.0","0.43","0.0","0.18","0.03","0.0","0.0","0.28","1.17","1.26","0.0","0.0","2.69","0.56","0.03","1.25","9.89","0.65","0.01","0.0","0.0","0.36","0.0","2.39","0.0","0.04","0.44","0.97","0.0","10.47","0.08","2.05","0.0","0.0","0.64","0.05","0.0","0.0","4.4","0.0","0.08","0.56","0.0","8.86","0.43","0.0","2.58","0.9","2.74","0.08","0.02","0.2"
134,"Reeve_TheOldEngl_1","1.0","Reeve_TheOldEngl","The Old English Baron","Reeve, Clara",1785,"Romantic","Novel","Gothic","f",1729,"English","Central","colors","0.0","0.03","0.02","3.49","20.8","0.09","0.96","0.27","3.79","3.38","0.0","2.48","0.01","1.12","0.82","0.0","0.0","0.34","0.34","0.0","0.5","0.0","1.03","0.9","0.0","0.1","0.0","0.05","0.63","5.45","0.19","0.0","0.0","0.31","0.0","0.2","1.44","3.75","0.06","0.0","0.0","0.66","0.0","0.0","1.25","0.91","0.06","0.0","0.36","0.13","14.48","0.0","0.01","0.0","0.0","10.77","0.0","2.39","0.0","1.68","1.65","0.51","0.73","0.0","8.18","0.26","0.0","0.22","0.87","2.02","0.07","0.01","0.16"
135,"Reeve_TheMysteri_1","0.9999","Reeve_TheMysteri","The Mysterious Wanderer","Reeve, Sophia",1807,"Romantic","Novel","Gothic","f",,,"Peripheral","colors","0.0","0.92","0.78","0.85","6.35","2.25","0.33","0.91","5.03","4.64","0.17","4.29","0.0","1.44","0.59","0.0","0.0","3.72","0.66","0.59","0.19","0.0","1.74","0.96","0.89","0.0","0.26","0.18","1.61","2.35","0.9","0.57","0.0","0.42","0.0","0.13","3.11","7.28","1.26","1.28","0.0","0.53","0.16","0.0","0.69","0.45","0.0","0.55","1.27","0.0","11.78","0.69","0.16","0.02","0.44","0.0","0.0","0.17","0.0","2.76","0.28","0.55","0.81","0.04","12.11","1.66","0.0","1.55","1.01","4.69","0.0","0.0","0.87"
136,"Roche_TheChildre_1","1.0","Roche_TheChildre","The Children Of The Abbey. A Tale","Roche, Regina Maria",1796,"Romantic","Novel","Gothic","f",1764,"Irish","Central","colors","0.0","0.32","0.18","1.77","18.98","0.53","0.54","0.95","1.34","2.25","0.13","8.24","0.0","1.58","0.48","0.0","0.3","0.37","0.57","0.0","0.33","0.0","1.31","0.25","0.63","0.0","0.01","0.0","1.79","2.9","0.49","0.0","0.02","0.61","0.59","0.11","1.32","2.04","0.62","0.06","0.0","0.69","0.31","0.01","1.57","0.57","0.21","0.0","1.93","0.0","11.56","0.7","1.71","0.0","0.13","0.86","0.0","0.0","0.0","3.89","0.22","0.42","2.74","0.11","9.0","0.48","0.1","0.98","1.79","7.49","0.09","0.0","0.76"
137,"Rymer_VarneyTheV_1","-0.9997","Rymer_VarneyTheV","Varney The Vampire","Rymer, James Malcolm",1847,"Victorian","Novel","Gothic","m",1814,"English","Central","colors","0.01","0.01","0.2","1.36","1.25","0.42","0.47","0.01","19.73","0.03","0.01","2.88","16.18","1.93","0.08","0.01","0.72","0.06","0.19","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","1.78","3.49","0.3","0.18","0.01","0.23","0.77","0.01","0.1","0.38","4.22","0.01","0.01","0.8","0.01","0.01","0.46","0.19","0.01","0.03","1.32","0.01","4.47","1.3","0.33","4.58","0.01","0.97","0.01","0.01","0.01","0.77","0.16","0.01","0.2","0.01","0.45","3.8","0.18","0.01","0.7","8.7","0.01","0.31","13.16"
